attempt_id,student_id,quiz_id,score,attempt_date
1709,3001,1,51.0,2024-09-07
1710,3002,7,79.0,2024-03-15
1711,3002,8,83.0,2024-03-15
1712,3006,21,61.0,2026-04-23
1713,3008,7,76.0,2024-07-20
1714,3008,8,100.0,2024-07-20
1715,3010,23,85.0,2024-09-25
1716,3010,24,72.0,2024-09-25
1717,3018,5,75.0,2026-04-14
1718,3018,6,78.0,2026-04-14
1719,3020,1,42.0,2025-10-02
1720,3024,13,91.0,2025-06-21
1721,3024,14,80.0,2025-06-21
1722,3026,17,57.0,2025-12-06
1723,3027,19,38.0,2026-02-13
1724,3029,15,85.0,2024-03-21
1725,3029,16,98.0,2024-03-21
1726,3030,5,47.0,2026-02-26
1727,3033,11,52.0,2025-08-30
1728,3034,7,64.0,2025-05-10
1729,3035,1,42.0,2025-11-16
1730,3038,23,76.0,2025-08-14
1731,3038,24,75.0,2025-08-14
1732,3041,1,53.0,2024-11-03
1733,3042,17,42.0,2026-03-11
1734,3046,15,65.0,2026-03-25
1735,3047,5,39.0,2024-10-25
1736,3048,23,90.0,2024-09-27
1737,3048,24,93.0,2024-09-27
1738,3053,15,81.0,2026-03-08
1739,3053,16,99.0,2026-03-08
1740,3057,19,94.0,2026-01-05
1741,3057,20,79.0,2026-01-05
1742,3057,11,81.0,2025-12-30
1743,3057,12,74.0,2025-12-30
1744,3057,15,47.0,2025-11-28
1745,3059,11,41.0,2025-09-29
1746,3060,15,92.0,2025-06-24
1747,3060,16,82.0,2025-06-24
1748,3064,17,57.0,2024-04-13
1749,3071,17,46.0,2025-06-14
1750,3071,21,43.0,2025-06-24
1751,3074,9,96.0,2024-05-08
1752,3074,10,94.0,2024-05-08
1753,3075,17,46.0,2024-12-07
1754,3080,19,95.0,2025-12-07
1755,3080,20,100.0,2025-12-07
1756,3081,1,55.0,2026-05-29
1757,3082,7,39.0,2024-06-10
1758,3083,7,63.0,2024-12-03
1759,3087,19,42.0,2025-04-02
1760,3087,9,92.0,2025-05-05
1761,3087,10,78.0,2025-05-05
1762,3090,11,54.0,2026-03-20
1763,3092,21,60.0,2025-11-17
1764,3095,23,76.0,2024-04-24
1765,3095,24,77.0,2024-04-24
1766,3095,1,39.0,2024-02-29
1767,3099,19,60.0,2024-12-28
1768,3103,13,46.0,2026-02-15
1769,3105,23,90.0,2024-09-07
1770,3105,24,100.0,2024-09-07
1771,3107,5,64.0,2025-08-28
1772,3107,15,85.0,2025-10-02
1773,3107,16,99.0,2025-10-02
1774,3109,11,48.0,2024-04-08
1775,3112,9,40.0,2026-02-23
1776,3112,3,63.0,2026-03-21
1777,3115,23,45.0,2025-08-23
1778,3119,7,46.0,2024-06-01
1779,3129,15,38.0,2025-05-29
1780,3133,1,40.0,2024-12-17
1781,3135,7,56.0,2024-03-05
1782,3140,11,94.0,2024-04-09
1783,3140,12,74.0,2024-04-09
1784,3140,1,93.0,2024-04-17
1785,3140,2,94.0,2024-04-17
1786,3144,1,100.0,2025-11-01
1787,3144,2,86.0,2025-11-01
1788,3146,23,50.0,2025-03-18
1789,3148,17,53.0,2025-08-07
1790,3150,7,64.0,2025-12-03
1791,3152,3,59.0,2026-01-10
1792,3155,7,62.0,2024-10-28
1793,3156,19,86.0,2024-08-26
1794,3156,20,72.0,2024-08-26
1795,3157,17,65.0,2026-04-30
1796,3159,19,46.0,2024-05-22
1797,3161,7,40.0,2024-08-07
1798,3163,23,57.0,2024-12-02
1799,3164,17,49.0,2025-07-16
1800,3170,23,64.0,2024-12-01
1801,3171,5,52.0,2024-11-21
1802,3173,23,51.0,2025-01-03
1803,3180,13,43.0,2026-02-16
1804,3183,9,39.0,2025-09-29
1805,3183,1,46.0,2025-09-15
1806,3186,19,76.0,2026-05-09
1807,3186,20,82.0,2026-05-09
1808,3187,7,64.0,2026-02-20
1809,3189,1,99.0,2024-11-07
1810,3189,2,100.0,2024-11-07
1811,3197,3,95.0,2026-03-30
1812,3197,4,99.0,2026-03-30
1813,3199,19,44.0,2024-06-23
1814,3204,19,44.0,2025-09-25
1815,3207,23,42.0,2024-07-30
1816,3208,17,58.0,2025-02-17
1817,3214,7,49.0,2026-01-20
1818,3214,13,50.0,2025-12-10
1819,3216,19,73.0,2024-04-17
1820,3216,20,74.0,2024-04-17
1821,3217,1,74.0,2024-04-20
1822,3217,2,88.0,2024-04-20
1823,3221,5,37.0,2024-09-18
1824,3223,1,45.0,2025-01-20
1825,3231,19,48.0,2024-05-31
1826,3231,23,92.0,2024-07-22
1827,3231,24,73.0,2024-07-22
1828,3232,19,62.0,2025-03-06
1829,3234,5,63.0,2024-11-19
1830,3234,7,40.0,2024-12-06
1831,3236,15,54.0,2025-04-28
1832,3239,11,62.0,2025-05-10
1833,3245,9,60.0,2026-01-06
1834,3248,5,51.0,2025-04-23
1835,3252,1,44.0,2025-12-27
1836,3254,19,60.0,2024-07-31
1837,3255,15,63.0,2025-10-05
1838,3258,21,63.0,2024-02-24
1839,3259,17,53.0,2025-03-13
1840,3259,15,59.0,2025-02-08
1841,3260,11,91.0,2025-06-07
1842,3260,12,90.0,2025-06-07
1843,3264,17,50.0,2024-03-30
1844,3265,19,46.0,2024-05-22
1845,3266,23,41.0,2025-07-19
1846,3268,19,58.0,2025-05-03
1847,3273,7,49.0,2024-10-23
1848,3274,11,97.0,2025-05-25
1849,3274,12,74.0,2025-05-25
1850,3275,7,64.0,2025-05-06
1851,3276,7,48.0,2024-05-30
1852,3278,5,84.0,2025-04-13
1853,3278,6,78.0,2025-04-13
1854,3278,7,97.0,2025-04-22
1855,3278,8,82.0,2025-04-22
1856,3281,7,46.0,2025-11-18
1857,3282,9,48.0,2025-05-06
1858,3283,23,63.0,2024-07-24
1859,3284,11,42.0,2025-09-19
1860,3285,1,56.0,2024-12-27
1861,3287,19,45.0,2024-05-20
1862,3289,7,85.0,2025-09-22
1863,3289,8,84.0,2025-09-22
1864,3292,7,36.0,2024-07-07
1865,3294,7,60.0,2024-07-17
1866,3295,19,85.0,2024-08-22
1867,3295,20,99.0,2024-08-22
1868,3297,3,41.0,2026-05-31
1869,3301,15,41.0,2025-02-02
1870,3303,11,55.0,2024-04-08
1871,3305,23,86.0,2024-10-29
1872,3305,24,88.0,2024-10-29
1873,3312,19,62.0,2026-04-19
1874,3313,7,42.0,2024-07-13
1875,3314,5,65.0,2026-05-11
1876,3316,9,58.0,2025-12-19
1877,3318,15,63.0,2025-05-13
1878,3320,21,43.0,2025-06-05
1879,3322,19,38.0,2024-12-02
1880,3324,7,39.0,2025-02-19
1881,3325,11,91.0,2025-05-09
1882,3325,12,98.0,2025-05-09
1883,3326,23,60.0,2025-07-20
1884,3331,5,42.0,2024-11-10
1885,3333,19,86.0,2025-11-19
1886,3333,20,95.0,2025-11-19
1887,3334,19,42.0,2024-05-24
1888,3335,5,89.0,2026-01-09
1889,3335,6,80.0,2026-01-09
1890,3340,7,46.0,2025-02-10
1891,3341,1,65.0,2025-08-28
1892,3343,15,38.0,2025-07-04
1893,3348,15,52.0,2025-10-22
1894,3349,3,86.0,2025-06-14
1895,3349,4,98.0,2025-06-14
1896,3356,11,72.0,2025-06-09
1897,3356,12,91.0,2025-06-09
1898,3357,23,43.0,2024-09-21
1899,3360,17,90.0,2025-04-27
1900,3360,18,95.0,2025-04-27
1901,3363,23,60.0,2025-12-20
1902,3364,7,72.0,2024-07-06
1903,3364,8,78.0,2024-07-06
1904,3367,23,40.0,2025-03-02
1905,3368,3,48.0,2024-04-02
1906,3368,17,36.0,2024-04-13
1907,3369,17,88.0,2025-05-02
1908,3369,18,99.0,2025-05-02
1909,3370,19,81.0,2024-04-10
1910,3370,20,96.0,2024-04-10
1911,3372,3,38.0,2024-03-25
1912,3377,7,91.0,2024-11-30
1913,3377,8,94.0,2024-11-30
1914,3379,19,45.0,2024-07-31
1915,3380,7,44.0,2024-06-22
1916,3386,19,74.0,2024-07-20
1917,3386,20,93.0,2024-07-20
1918,3392,5,46.0,2024-10-10
1919,3394,19,41.0,2025-04-17
1920,3396,5,87.0,2025-05-12
1921,3396,6,99.0,2025-05-12
1922,3403,1,85.0,2026-02-02
1923,3403,2,91.0,2026-02-02
1924,3404,9,47.0,2025-07-21
1925,3407,19,90.0,2024-12-13
1926,3407,20,86.0,2024-12-13
1927,3408,7,46.0,2024-05-01
1928,3409,17,57.0,2024-03-25
1929,3409,5,37.0,2024-03-30
1930,3412,13,41.0,2025-06-28
1931,3415,19,45.0,2024-09-20
1932,3418,19,45.0,2024-11-05
1933,3426,23,37.0,2024-09-11
1934,3428,19,90.0,2024-10-19
1935,3428,20,79.0,2024-10-19
1936,3431,19,63.0,2025-01-17
1937,3432,3,53.0,2025-04-03
1938,3434,1,37.0,2025-12-14
1939,3435,7,49.0,2024-11-02
1940,3438,15,75.0,2025-11-09
1941,3438,16,89.0,2025-11-09
1942,3438,11,72.0,2025-09-18
1943,3438,12,93.0,2025-09-18
1944,3441,23,90.0,2024-09-22
1945,3441,24,75.0,2024-09-22
1946,3442,13,59.0,2026-03-14
1947,3443,19,91.0,2024-08-13
1948,3443,20,74.0,2024-08-13
1949,3444,23,63.0,2024-12-08
1950,3446,3,89.0,2025-05-20
1951,3446,4,86.0,2025-05-20
1952,3451,23,94.0,2024-09-09
1953,3451,24,90.0,2024-09-09
1954,3451,7,55.0,2024-07-31
1955,3455,23,100.0,2024-11-19
1956,3455,24,82.0,2024-11-19
1957,3455,1,47.0,2024-11-05
1958,3464,17,53.0,2025-05-05
1959,3467,1,65.0,2025-07-07
1960,3469,7,42.0,2024-07-25
1961,3471,19,77.0,2025-09-24
1962,3471,20,85.0,2025-09-24
1963,3474,13,100.0,2026-03-18
1964,3474,14,77.0,2026-03-18
1965,3474,9,56.0,2026-03-03
1966,3475,7,96.0,2026-05-23
1967,3475,8,95.0,2026-05-23
1968,3477,19,89.0,2026-04-02
1969,3477,20,89.0,2026-04-02
1970,3479,19,42.0,2024-04-11
1971,3480,3,48.0,2026-03-18
1972,3484,23,93.0,2024-10-28
1973,3484,24,76.0,2024-10-28
1974,3486,11,39.0,2024-02-09
1975,3486,15,53.0,2024-02-05
1976,3487,23,40.0,2024-11-23
1977,3493,17,46.0,2026-05-25
1978,3496,1,50.0,2024-04-26
1979,3499,17,45.0,2026-01-07
1980,3503,5,61.0,2025-03-01
1981,3506,23,91.0,2026-04-24
1982,3506,24,99.0,2026-04-24
1983,3508,1,100.0,2025-04-03
1984,3508,2,74.0,2025-04-03
1985,3508,5,94.0,2025-04-11
1986,3508,6,89.0,2025-04-11
1987,3508,23,38.0,2025-03-22
1988,3510,23,60.0,2026-03-20
1989,3511,17,62.0,2025-02-08
1990,3512,17,58.0,2025-06-24
1991,3515,5,35.0,2025-01-17
1992,3518,9,58.0,2024-03-11
1993,3519,11,38.0,2024-02-09
1994,3519,1,50.0,2024-03-09
1995,3519,3,53.0,2024-03-14
1996,3522,15,76.0,2025-06-11
1997,3522,16,74.0,2025-06-11
1998,3523,3,76.0,2024-04-13
1999,3523,4,97.0,2024-04-13
2000,3524,7,45.0,2024-04-29
2001,3528,17,43.0,2025-11-29
2002,3531,1,56.0,2026-06-12
2003,3532,19,89.0,2024-11-01
2004,3532,20,86.0,2024-11-01
2005,3533,23,62.0,2025-09-18
2006,3535,19,58.0,2025-08-11
2007,3537,15,62.0,2026-01-05
2008,3538,9,73.0,2026-02-21
2009,3538,10,97.0,2026-02-21
2010,3542,23,42.0,2026-02-16
2011,3544,13,57.0,2026-05-06
2012,3545,17,92.0,2024-03-18
2013,3545,18,72.0,2024-03-18
2014,3547,7,47.0,2024-05-02
2015,3548,23,58.0,2024-11-21
2016,3549,23,100.0,2026-06-04
2017,3549,24,89.0,2026-06-04
2018,3550,7,53.0,2025-02-28
2019,3551,5,61.0,2024-09-14
2020,3551,1,55.0,2024-09-14
2021,3552,5,99.0,2025-04-11
2022,3552,6,100.0,2025-04-11
2023,3553,21,59.0,2026-03-28
2024,3553,23,48.0,2026-03-02
2025,3555,19,65.0,2024-12-19
2026,3557,11,86.0,2024-02-21
2027,3557,12,87.0,2024-02-21
2028,3558,11,44.0,2025-05-13
2029,3562,3,61.0,2025-05-27
2030,3564,15,56.0,2024-04-18
2031,3566,7,51.0,2024-07-16
2032,3569,7,60.0,2026-04-16
2033,3569,19,56.0,2026-03-29
2034,3573,11,39.0,2025-12-06
2035,3584,13,73.0,2025-12-09
2036,3584,14,72.0,2025-12-09
2037,3584,19,78.0,2025-11-13
2038,3584,20,92.0,2025-11-13
2039,3584,1,84.0,2025-11-29
2040,3584,2,100.0,2025-11-29
2041,3585,17,56.0,2024-03-31
2042,3590,23,55.0,2025-09-12
2043,3593,23,40.0,2025-01-28
2044,3598,19,62.0,2024-08-12
2045,3600,15,50.0,2026-03-11
2046,3600,17,42.0,2026-02-24
2047,3608,19,65.0,2024-08-29
2048,3610,3,37.0,2024-03-24
2049,3610,23,35.0,2024-03-27
2050,3611,21,38.0,2025-12-12
2051,3612,7,65.0,2025-01-05
2052,3613,7,64.0,2024-08-29
2053,3613,1,55.0,2024-08-22
2054,3614,7,54.0,2025-08-12
2055,3616,13,53.0,2025-06-05
2056,3617,5,62.0,2025-10-14
2057,3621,5,74.0,2024-12-28
2058,3621,6,79.0,2024-12-28
2059,3622,19,92.0,2025-11-15
2060,3622,20,88.0,2025-11-15
2061,3624,15,37.0,2025-02-16
2062,3625,23,55.0,2025-01-14
2063,3630,19,54.0,2024-05-30
2064,3632,21,50.0,2024-11-13
2065,3634,21,43.0,2024-09-05
2066,3637,19,43.0,2025-09-13
2067,3640,19,54.0,2024-09-08
2068,3640,7,41.0,2024-08-15
2069,3641,3,63.0,2026-05-24
2070,3644,1,43.0,2025-09-24
2071,3650,3,39.0,2025-05-26
2072,3650,7,88.0,2025-06-21
2073,3650,8,85.0,2025-06-21
2074,3653,17,55.0,2025-09-30
2075,3656,17,50.0,2025-08-02
2076,3663,1,51.0,2025-05-14
2077,3664,1,79.0,2026-05-27
2078,3664,2,84.0,2026-05-27
2079,3668,19,54.0,2024-08-03
2080,3670,23,78.0,2026-02-19
2081,3670,24,80.0,2026-02-19
2082,3672,3,55.0,2024-02-14
2083,3678,19,36.0,2024-06-17
2084,3682,23,90.0,2024-10-01
2085,3682,24,80.0,2024-10-01
2086,3689,1,52.0,2025-08-26
2087,3692,17,78.0,2025-09-05
2088,3692,18,97.0,2025-09-05
2089,3693,17,81.0,2026-01-02
2090,3693,18,77.0,2026-01-02
2091,3694,11,46.0,2024-04-22
2092,3701,13,72.0,2025-12-28
2093,3701,14,96.0,2025-12-28
2094,3704,13,85.0,2024-03-23
2095,3704,14,96.0,2024-03-23
2096,3707,7,90.0,2025-02-13
2097,3707,8,96.0,2025-02-13
2098,3708,19,75.0,2024-06-25
2099,3708,20,92.0,2024-06-25
2100,3712,1,40.0,2025-01-13
2101,3715,23,41.0,2026-02-03
2102,3716,21,74.0,2025-11-23
2103,3716,22,82.0,2025-11-23
2104,3716,3,53.0,2025-10-02
2105,3717,5,44.0,2025-04-17
2106,3717,13,57.0,2025-05-21
2107,3720,19,40.0,2024-06-13
2108,3724,23,62.0,2024-11-29
2109,3726,1,56.0,2026-01-21
2110,3727,19,43.0,2024-06-27
2111,3728,7,80.0,2024-07-21
2112,3728,8,83.0,2024-07-21
2113,3729,21,86.0,2025-06-22
2114,3729,22,92.0,2025-06-22
2115,3730,23,45.0,2026-05-05
2116,3733,5,45.0,2024-11-18
2117,3734,17,77.0,2025-10-29
2118,3734,18,81.0,2025-10-29
2119,3740,1,43.0,2024-04-17
2120,3745,17,77.0,2026-05-06
2121,3745,18,92.0,2026-05-06
2122,3745,13,42.0,2026-04-04
2123,3748,15,72.0,2025-08-04
2124,3748,16,95.0,2025-08-04
2125,3748,3,49.0,2025-06-08
2126,3749,23,76.0,2025-05-22
2127,3749,24,90.0,2025-05-22
2128,3757,13,44.0,2025-03-05
2129,3761,1,77.0,2024-10-15
2130,3761,2,95.0,2024-10-15
2131,3761,21,43.0,2024-08-13
2132,3763,13,61.0,2025-06-27
2133,3764,11,39.0,2026-04-22
2134,3769,17,41.0,2025-01-02
2135,3771,21,80.0,2025-11-30
2136,3771,22,76.0,2025-11-30
2137,3772,21,43.0,2024-03-22
2138,3773,3,41.0,2025-02-13
2139,3778,7,73.0,2024-07-07
2140,3778,8,96.0,2024-07-07
2141,3779,13,42.0,2025-07-10
2142,3780,3,47.0,2025-07-25
2143,3784,5,36.0,2025-11-16
2144,3785,15,63.0,2024-04-19
2145,3787,1,87.0,2024-11-17
2146,3787,2,92.0,2024-11-17
2147,3787,5,44.0,2024-11-12
2148,3789,3,89.0,2026-04-02
2149,3789,4,87.0,2026-04-02
2150,3791,19,59.0,2025-05-12
2151,3794,1,88.0,2025-08-16
2152,3794,2,81.0,2025-08-16
2153,3797,7,96.0,2024-05-24
2154,3797,8,95.0,2024-05-24
2155,3801,17,60.0,2025-04-26
2156,3802,5,40.0,2024-04-30
2157,3805,7,43.0,2025-11-26
2158,3805,23,58.0,2025-11-28
2159,3806,7,50.0,2024-08-24
2160,3808,7,58.0,2024-10-07
2161,3813,13,61.0,2026-01-01
2162,3818,23,37.0,2024-07-26
2163,3819,13,85.0,2026-04-23
2164,3819,14,85.0,2026-04-23
2165,3820,1,36.0,2024-12-08
2166,3820,21,88.0,2025-02-20
2167,3820,22,75.0,2025-02-20
2168,3823,7,53.0,2026-03-15
2169,3825,9,78.0,2026-04-21
2170,3825,10,84.0,2026-04-21
2171,3830,7,85.0,2024-09-02
2172,3830,8,99.0,2024-09-02
2173,3831,23,56.0,2025-06-24
2174,3832,23,36.0,2024-08-08
2175,3832,7,65.0,2024-08-17
2176,3834,19,41.0,2025-04-02
2177,3834,9,59.0,2025-03-12
2178,3835,23,64.0,2024-07-05
2179,3838,9,52.0,2024-02-20
2180,3839,19,53.0,2024-09-06
2181,3840,7,59.0,2024-07-10
2182,3842,9,76.0,2025-11-07
2183,3842,10,98.0,2025-11-07
2184,3846,19,44.0,2024-06-28
2185,3848,1,62.0,2024-08-06
2186,3851,13,53.0,2025-11-27
2187,3852,1,84.0,2025-03-23
2188,3852,2,73.0,2025-03-23
2189,3853,19,83.0,2024-09-26
2190,3853,20,92.0,2024-09-26
2191,3855,21,55.0,2024-11-20
2192,3856,23,81.0,2024-06-25
2193,3856,24,77.0,2024-06-25
2194,3857,7,95.0,2024-06-04
2195,3857,8,92.0,2024-06-04
2196,3857,3,86.0,2024-05-06
2197,3857,4,72.0,2024-05-06
2198,3861,19,100.0,2024-12-05
2199,3861,20,85.0,2024-12-05
2200,3863,21,47.0,2025-07-21
2201,3866,15,39.0,2025-03-12
2202,3870,11,41.0,2024-04-23
2203,3876,11,37.0,2025-09-10
2204,3876,5,82.0,2025-11-02
2205,3876,6,96.0,2025-11-02
2206,3877,13,37.0,2025-03-28
2207,3880,23,42.0,2025-09-15
2208,3882,23,79.0,2024-03-31
2209,3882,24,83.0,2024-03-31
2210,3884,21,90.0,2024-10-26
2211,3884,22,80.0,2024-10-26
2212,3885,15,98.0,2025-08-03
2213,3885,16,86.0,2025-08-03
2214,3888,7,95.0,2026-03-02
2215,3888,8,80.0,2026-03-02
2216,3888,9,51.0,2025-12-29
2217,3888,21,78.0,2026-01-28
2218,3888,22,94.0,2026-01-28
2219,3896,5,95.0,2025-01-15
2220,3896,6,81.0,2025-01-15
2221,3897,9,39.0,2026-03-28
2222,3898,5,50.0,2025-10-12
2223,3901,13,78.0,2025-07-21
2224,3901,14,74.0,2025-07-21
2225,3901,9,47.0,2025-06-29
2226,3901,21,54.0,2025-06-11
2227,3903,1,64.0,2025-12-02
2228,3906,7,38.0,2024-05-07
2229,3908,9,43.0,2025-11-18
2230,3910,1,56.0,2024-09-09
2231,3916,17,38.0,2024-03-22
2232,3916,3,96.0,2024-03-26
2233,3916,4,99.0,2024-03-26
2234,3918,19,98.0,2024-11-20
2235,3918,20,73.0,2024-11-20
2236,3921,13,41.0,2025-11-22
2237,3923,21,51.0,2026-06-02
2238,3924,7,37.0,2026-03-10
2239,3924,23,87.0,2026-03-30
2240,3924,24,73.0,2026-03-30
2241,3926,21,51.0,2026-05-08
2242,3928,5,42.0,2024-11-10
2243,3929,7,36.0,2024-07-04
2244,3931,21,45.0,2025-06-19
2245,3933,9,46.0,2026-03-07
2246,3934,19,53.0,2024-06-18
2247,3939,11,45.0,2026-02-20
2248,3941,7,65.0,2024-09-04
2249,3943,9,58.0,2025-04-17
2250,3943,21,100.0,2025-04-29
2251,3943,22,83.0,2025-04-29
2252,3944,3,55.0,2025-09-22
2253,3949,5,58.0,2024-11-29
2254,3950,11,63.0,2024-03-27
2255,3951,15,84.0,2025-09-03
2256,3951,16,78.0,2025-09-03
2257,3951,3,44.0,2025-07-13
2258,3951,7,64.0,2025-07-25
2259,3953,21,39.0,2026-03-29
2260,3955,3,63.0,2026-03-10
2261,3957,11,100.0,2025-06-15
2262,3957,12,75.0,2025-06-15
2263,3958,19,85.0,2024-12-09
2264,3958,20,90.0,2024-12-09
2265,3959,23,35.0,2024-08-05
2266,3963,11,79.0,2025-06-26
2267,3963,12,79.0,2025-06-26
2268,3968,5,98.0,2025-11-30
2269,3968,6,83.0,2025-11-30
2270,3973,15,35.0,2025-04-12
2271,3974,21,59.0,2025-09-26
2272,3977,19,56.0,2026-03-11
2273,3979,1,36.0,2026-02-08
2274,3980,7,79.0,2025-07-24
2275,3980,8,92.0,2025-07-24
2276,3983,13,76.0,2026-05-05
2277,3983,14,89.0,2026-05-05
2278,3991,3,79.0,2025-10-04
2279,3991,4,80.0,2025-10-04
2280,3992,17,83.0,2026-04-02
2281,3992,18,90.0,2026-04-02
2282,3993,1,64.0,2025-06-03
2283,3995,15,59.0,2025-08-09
2284,3995,21,38.0,2025-07-12
2285,3997,19,83.0,2024-05-13
2286,3997,20,82.0,2024-05-13
2287,3999,1,38.0,2026-04-22
2288,4000,7,45.0,2024-05-05
2289,4001,5,75.0,2025-11-24
2290,4001,6,99.0,2025-11-24
2291,4003,13,54.0,2025-12-22
2292,4004,7,42.0,2024-05-10
2293,4012,3,43.0,2025-01-22
2294,4012,11,46.0,2025-02-13
2295,4012,23,44.0,2025-01-19
2296,4013,7,73.0,2024-05-22
2297,4013,8,74.0,2024-05-22
2298,4019,17,49.0,2025-02-23
2299,4022,23,62.0,2025-03-07
2300,4024,11,38.0,2024-03-13
2301,4025,7,88.0,2024-05-26
2302,4025,8,82.0,2024-05-26
2303,4027,11,49.0,2025-04-12
2304,4029,13,57.0,2025-10-06
2305,4031,23,52.0,2024-09-09
2306,4037,9,93.0,2025-10-29
2307,4037,10,88.0,2025-10-29
2308,4040,19,46.0,2025-12-10
2309,4041,7,46.0,2026-03-07
2310,4045,1,53.0,2025-01-28
2311,4046,19,57.0,2025-10-18
2312,4048,15,39.0,2024-03-20
2313,4052,1,65.0,2026-03-26
2314,4053,19,63.0,2025-07-20
2315,4057,1,64.0,2025-02-16
2316,4060,11,51.0,2026-01-04
2317,4063,19,76.0,2024-05-21
2318,4063,20,75.0,2024-05-21
2319,4063,1,73.0,2024-06-12
2320,4063,2,79.0,2024-06-12
2321,4063,17,64.0,2024-04-09
2322,4067,13,75.0,2025-04-16
2323,4067,14,97.0,2025-04-16
2324,4070,7,51.0,2025-02-08
2325,4072,19,81.0,2025-03-09
2326,4072,20,89.0,2025-03-09
2327,4073,15,75.0,2026-01-26
2328,4073,16,73.0,2026-01-26
2329,4075,3,80.0,2026-02-25
2330,4075,4,89.0,2026-02-25
2331,4081,19,75.0,2024-10-12
2332,4081,20,94.0,2024-10-12
2333,4084,19,48.0,2025-10-16
2334,4086,17,59.0,2025-08-12
2335,4087,5,47.0,2024-12-22
2336,4090,1,41.0,2025-05-24
2337,4091,23,51.0,2024-06-26
2338,4097,15,49.0,2024-03-07
2339,4099,23,60.0,2025-08-23
2340,4099,3,51.0,2025-08-13
2341,4102,15,72.0,2024-04-09
2342,4102,16,84.0,2024-04-09
2343,4114,5,44.0,2025-05-28
2344,4117,7,43.0,2024-04-20
2345,4118,15,43.0,2026-01-25
2346,4119,3,55.0,2025-09-18
2347,4119,13,88.0,2025-11-03
2348,4119,14,72.0,2025-11-03
2349,4122,23,36.0,2025-10-31
2350,4125,19,45.0,2025-06-14
2351,4128,23,85.0,2024-11-18
2352,4128,24,95.0,2024-11-18
2353,4129,3,87.0,2025-12-09
2354,4129,4,99.0,2025-12-09
2355,4131,19,99.0,2024-07-02
2356,4131,20,83.0,2024-07-02
2357,4131,7,52.0,2024-07-01
2358,4132,9,56.0,2026-01-28
2359,4135,3,49.0,2025-12-26
2360,4136,7,53.0,2024-08-10
2361,4140,15,55.0,2026-04-08
2362,4141,3,87.0,2026-03-23
2363,4141,4,89.0,2026-03-23
2364,4150,13,35.0,2026-05-02
2365,4154,23,63.0,2025-07-03
2366,4154,11,55.0,2025-07-26
2367,4155,15,94.0,2025-11-15
2368,4155,16,77.0,2025-11-15
2369,4157,7,98.0,2024-08-09
2370,4157,8,79.0,2024-08-09
2371,4157,23,86.0,2024-10-05
2372,4157,24,81.0,2024-10-05
2373,4158,11,37.0,2024-02-21
2374,4162,9,65.0,2024-02-15
2375,4163,11,39.0,2025-08-19
2376,4163,1,56.0,2025-08-17
2377,4165,19,54.0,2024-05-28
2378,4173,11,53.0,2024-02-05
2379,4173,9,60.0,2024-02-13
2380,4180,19,88.0,2026-04-03
2381,4180,20,86.0,2026-04-03
2382,4182,11,35.0,2025-02-21
2383,4184,19,90.0,2024-07-26
2384,4184,20,91.0,2024-07-26
2385,4186,11,45.0,2025-05-01
2386,4187,17,56.0,2026-06-12
2387,4189,21,54.0,2025-09-20
2388,4190,19,56.0,2024-02-14
2389,4193,21,87.0,2025-07-10
2390,4193,22,82.0,2025-07-10
2391,4195,23,91.0,2026-05-02
2392,4195,24,75.0,2026-05-02
2393,4197,19,44.0,2024-05-24
2394,4199,13,93.0,2024-04-21
2395,4199,14,91.0,2024-04-21
2396,4201,17,56.0,2025-12-27
2397,4202,17,89.0,2024-03-26
2398,4202,18,93.0,2024-03-26
2399,4208,11,53.0,2025-12-19
2400,4211,7,85.0,2026-04-25
2401,4211,8,95.0,2026-04-25
2402,4213,23,44.0,2026-05-02
2403,4218,21,61.0,2025-04-10
2404,4223,1,39.0,2026-05-29
2405,4225,1,60.0,2025-03-06
2406,4227,23,41.0,2026-04-26
2407,4230,5,57.0,2026-03-20
2408,4234,5,99.0,2024-06-08
2409,4234,6,82.0,2024-06-08
2410,4242,7,82.0,2024-06-24
2411,4242,8,75.0,2024-06-24
2412,4247,11,54.0,2026-05-14
2413,4256,7,48.0,2024-06-23
2414,4257,19,99.0,2024-09-11
2415,4257,20,95.0,2024-09-11
2416,4258,7,41.0,2024-07-28
2417,4265,9,44.0,2025-11-25
2418,4266,5,98.0,2026-04-10
2419,4266,6,82.0,2026-04-10
2420,4271,7,74.0,2025-02-23
2421,4271,8,74.0,2025-02-23
2422,4272,5,55.0,2024-12-28
2423,4272,15,56.0,2025-01-21
2424,4275,15,73.0,2026-04-24
2425,4275,16,72.0,2026-04-24
2426,4277,1,96.0,2025-01-27
2427,4277,2,87.0,2025-01-27
2428,4279,3,99.0,2025-10-27
2429,4279,4,92.0,2025-10-27
2430,4287,7,98.0,2024-06-24
2431,4287,8,77.0,2024-06-24
2432,4293,13,80.0,2024-03-26
2433,4293,14,76.0,2024-03-26
2434,4295,3,39.0,2026-02-19
2435,4298,23,72.0,2025-11-04
2436,4298,24,88.0,2025-11-04
2437,4298,15,43.0,2025-09-15
2438,4299,15,57.0,2026-03-17
2439,4300,21,48.0,2025-09-02
2440,4302,23,78.0,2025-11-27
2441,4302,24,89.0,2025-11-27
2442,4305,23,36.0,2025-07-02
2443,4306,13,93.0,2025-06-02
