progress_id,student_id,lesson_id,completion_percentage,last_accessed
9516,2208,56,50.0,2025-09-21
9517,2208,57,50.0,2025-09-20
9518,2208,58,50.0,2025-09-17
9519,2208,59,50.0,2025-09-25
9520,2208,60,100.0,2025-09-16
9521,2208,111,100.0,2025-09-03
9522,2208,112,50.0,2025-08-26
9523,2208,113,100.0,2025-08-26
9524,2208,114,50.0,2025-09-01
9525,2208,115,100.0,2025-09-04
9526,2208,116,100.0,2025-08-30
9527,2208,117,50.0,2025-08-30
9528,2208,118,50.0,2025-09-01
9529,2208,119,100.0,2025-08-23
9530,2208,85,100.0,2025-09-14
9531,2209,74,100.0,2025-12-15
9532,2209,75,100.0,2025-12-16
9533,2210,23,100.0,2025-05-17
9534,2211,11,100.0,2024-03-28
9535,2211,12,100.0,2024-03-29
9536,2212,111,100.0,2024-07-25
9537,2212,112,100.0,2024-07-27
9538,2213,1,100.0,2024-11-16
9539,2213,2,100.0,2024-11-16
9540,2216,111,50.0,2024-07-30
9541,2216,112,50.0,2024-07-31
9542,2216,113,100.0,2024-07-18
9543,2216,114,50.0,2024-07-29
9544,2216,115,100.0,2024-07-26
9545,2216,116,100.0,2024-07-26
9546,2216,117,50.0,2024-07-27
9547,2216,118,100.0,2024-07-16
9548,2216,119,50.0,2024-07-24
9549,2216,120,50.0,2024-07-19
9550,2216,121,50.0,2024-07-31
9551,2216,122,100.0,2024-07-18
9552,2216,123,100.0,2024-07-16
9553,2217,31,50.0,2024-05-11
9554,2217,32,50.0,2024-05-12
9555,2217,33,100.0,2024-05-14
9556,2217,34,50.0,2024-05-10
9557,2217,35,50.0,2024-05-22
9558,2217,36,50.0,2024-05-08
9559,2218,53,100.0,2025-09-15
9560,2218,54,100.0,2025-09-12
9561,2218,55,50.0,2025-09-04
9562,2218,56,50.0,2025-09-06
9563,2218,57,100.0,2025-09-13
9564,2218,58,50.0,2025-09-16
9565,2218,59,50.0,2025-09-18
9566,2218,60,50.0,2025-09-13
9567,2218,61,50.0,2025-09-07
9568,2218,62,100.0,2025-09-12
9569,2219,42,100.0,2025-09-03
9570,2220,66,100.0,2024-02-14
9571,2220,67,100.0,2024-02-16
9572,2220,68,100.0,2024-02-08
9573,2220,69,100.0,2024-02-08
9574,2220,70,50.0,2024-02-11
9575,2223,1,100.0,2025-09-14
9576,2223,2,100.0,2025-09-18
9577,2223,3,100.0,2025-09-17
9578,2223,4,100.0,2025-08-26
9579,2223,5,100.0,2025-08-21
9580,2223,6,100.0,2025-09-06
9581,2223,7,100.0,2025-08-28
9582,2223,8,100.0,2025-09-19
9583,2223,9,100.0,2025-09-08
9584,2223,10,100.0,2025-08-20
9585,2224,74,50.0,2025-10-10
9586,2224,75,100.0,2025-10-16
9587,2224,76,100.0,2025-10-13
9588,2224,77,50.0,2025-10-05
9589,2224,78,100.0,2025-10-12
9590,2224,79,100.0,2025-10-11
9591,2224,80,100.0,2025-10-09
9592,2224,81,50.0,2025-10-06
9593,2225,31,50.0,2024-05-19
9594,2225,32,50.0,2024-05-16
9595,2225,33,100.0,2024-05-09
9596,2225,34,50.0,2024-05-12
9597,2225,35,100.0,2024-05-09
9598,2225,36,50.0,2024-05-15
9599,2225,37,100.0,2024-05-13
9600,2225,38,50.0,2024-05-06
9601,2227,74,100.0,2025-09-16
9602,2227,75,100.0,2025-09-18
9603,2227,76,50.0,2025-09-09
9604,2227,77,50.0,2025-09-06
9605,2227,78,100.0,2025-09-09
9606,2227,79,100.0,2025-09-14
9607,2227,80,100.0,2025-09-21
9608,2227,81,100.0,2025-09-21
9609,2227,82,50.0,2025-09-13
9610,2227,83,100.0,2025-09-13
9611,2228,31,100.0,2024-10-27
9612,2228,32,100.0,2024-10-16
9613,2228,33,100.0,2024-10-21
9614,2228,34,100.0,2024-10-25
9615,2228,35,100.0,2024-11-08
9616,2228,36,100.0,2024-11-06
9617,2228,37,100.0,2024-10-19
9618,2228,38,100.0,2024-10-27
9619,2228,39,100.0,2024-10-24
9620,2228,40,100.0,2024-10-16
9621,2228,41,100.0,2024-10-29
9622,2228,23,100.0,2024-10-13
9623,2228,1,100.0,2024-10-19
9624,2229,111,100.0,2024-11-07
9625,2229,112,100.0,2024-11-03
9626,2229,113,100.0,2024-11-01
9627,2229,114,100.0,2024-10-06
9628,2229,115,100.0,2024-10-19
9629,2229,116,100.0,2024-09-30
9630,2229,117,100.0,2024-10-14
9631,2229,118,100.0,2024-10-04
9632,2229,119,100.0,2024-10-03
9633,2229,120,100.0,2024-09-25
9634,2229,121,100.0,2024-10-11
9635,2229,122,100.0,2024-10-22
9636,2229,123,100.0,2024-09-28
9637,2229,124,100.0,2024-11-07
9638,2229,125,100.0,2024-09-30
9639,2230,103,100.0,2025-11-02
9640,2230,104,100.0,2025-11-02
9641,2230,111,50.0,2025-11-08
9642,2230,112,100.0,2025-11-20
9643,2230,113,50.0,2025-11-18
9644,2230,114,100.0,2025-11-07
9645,2230,115,100.0,2025-11-12
9646,2230,116,50.0,2025-11-15
9647,2230,117,50.0,2025-11-19
9648,2230,118,50.0,2025-11-08
9649,2230,119,100.0,2025-11-14
9650,2230,120,50.0,2025-11-18
9651,2231,31,100.0,2024-12-13
9652,2231,94,100.0,2025-01-17
9653,2231,95,100.0,2025-02-06
9654,2231,96,100.0,2025-02-13
9655,2231,97,100.0,2025-02-11
9656,2231,98,100.0,2025-02-09
9657,2231,99,100.0,2025-02-11
9658,2231,100,100.0,2025-01-20
9659,2231,101,100.0,2025-01-12
9660,2231,102,100.0,2025-01-28
9661,2232,111,100.0,2024-10-29
9662,2232,103,100.0,2024-10-10
9663,2232,104,100.0,2024-10-03
9664,2232,105,100.0,2024-10-03
9665,2232,106,100.0,2024-10-26
9666,2232,107,100.0,2024-10-12
9667,2232,108,100.0,2024-11-03
9668,2232,109,100.0,2024-10-21
9669,2232,110,100.0,2024-10-01
9670,2235,85,100.0,2025-06-25
9671,2235,86,100.0,2025-06-27
9672,2236,1,100.0,2024-09-05
9673,2236,111,100.0,2024-09-19
9674,2236,112,50.0,2024-09-19
9675,2236,113,100.0,2024-09-28
9676,2236,114,50.0,2024-09-28
9677,2236,115,100.0,2024-09-18
9678,2236,116,50.0,2024-09-22
9679,2236,117,50.0,2024-09-13
9680,2236,118,100.0,2024-09-18
9681,2236,119,50.0,2024-09-27
9682,2236,120,50.0,2024-09-28
9683,2236,121,100.0,2024-09-16
9684,2236,122,100.0,2024-09-27
9685,2236,123,50.0,2024-09-22
9686,2237,94,100.0,2025-06-04
9687,2237,111,100.0,2025-07-01
9688,2237,112,100.0,2025-07-05
9689,2237,113,100.0,2025-08-03
9690,2237,114,100.0,2025-08-10
9691,2237,115,100.0,2025-06-30
9692,2237,116,100.0,2025-06-28
9693,2237,117,100.0,2025-07-14
9694,2237,118,100.0,2025-07-04
9695,2237,119,100.0,2025-08-24
9696,2237,120,100.0,2025-06-30
9697,2237,121,100.0,2025-07-06
9698,2237,122,100.0,2025-07-19
9699,2237,123,100.0,2025-08-01
9700,2237,124,100.0,2025-08-02
9701,2237,125,100.0,2025-07-11
9702,2238,85,100.0,2025-08-12
9703,2238,86,100.0,2025-08-12
9704,2239,53,50.0,2024-04-19
9705,2239,54,100.0,2024-04-19
9706,2239,55,50.0,2024-04-12
9707,2239,56,50.0,2024-04-18
9708,2239,57,50.0,2024-04-09
9709,2239,58,50.0,2024-04-07
9710,2239,59,50.0,2024-04-15
9711,2239,60,50.0,2024-04-08
9712,2239,61,50.0,2024-04-12
9713,2239,62,50.0,2024-04-06
9714,2241,23,100.0,2026-05-01
9715,2241,24,100.0,2026-04-26
9716,2241,25,50.0,2026-05-03
9717,2241,26,100.0,2026-05-03
9718,2241,27,100.0,2026-04-28
9719,2241,28,50.0,2026-05-01
9720,2242,94,50.0,2024-07-02
9721,2242,95,50.0,2024-07-12
9722,2242,96,50.0,2024-07-07
9723,2242,97,100.0,2024-06-28
9724,2242,31,100.0,2024-07-30
9725,2242,32,100.0,2024-07-22
9726,2242,33,100.0,2024-07-22
9727,2242,34,100.0,2024-08-14
9728,2242,35,100.0,2024-08-10
9729,2242,36,100.0,2024-08-02
9730,2242,37,100.0,2024-08-17
9731,2242,38,100.0,2024-08-01
9732,2242,39,100.0,2024-08-06
9733,2242,40,100.0,2024-07-31
9734,2242,41,100.0,2024-07-20
9735,2243,66,50.0,2025-09-10
9736,2243,67,50.0,2025-09-10
9737,2243,68,100.0,2025-09-12
9738,2243,69,50.0,2025-09-19
9739,2243,70,50.0,2025-09-07
9740,2243,71,50.0,2025-09-21
9741,2243,72,50.0,2025-09-18
9742,2244,42,100.0,2026-02-09
9743,2245,94,100.0,2024-02-08
9744,2245,111,100.0,2024-02-19
9745,2245,112,100.0,2024-03-04
9746,2245,113,100.0,2024-03-04
9747,2245,114,100.0,2024-02-29
9748,2245,115,100.0,2024-02-11
9749,2245,116,100.0,2024-03-01
9750,2245,117,100.0,2024-02-22
9751,2245,118,100.0,2024-03-06
9752,2245,119,100.0,2024-02-15
9753,2245,120,100.0,2024-02-28
9754,2245,121,100.0,2024-02-18
9755,2245,122,100.0,2024-02-28
9756,2245,123,100.0,2024-02-24
9757,2245,124,100.0,2024-03-02
9758,2245,125,100.0,2024-02-27
9759,2246,103,100.0,2024-09-25
9760,2246,23,100.0,2024-09-04
9761,2246,24,100.0,2024-09-05
9762,2248,111,100.0,2026-01-09
9763,2248,112,100.0,2025-12-31
9764,2248,113,100.0,2025-12-25
9765,2248,114,100.0,2026-01-14
9766,2248,115,100.0,2025-12-27
9767,2248,116,100.0,2026-01-14
9768,2248,117,100.0,2025-12-24
9769,2248,118,100.0,2026-01-01
9770,2248,119,100.0,2026-01-17
9771,2248,120,100.0,2025-12-27
9772,2248,121,100.0,2025-12-31
9773,2248,122,100.0,2025-12-23
9774,2248,123,100.0,2026-01-12
9775,2248,124,100.0,2025-12-30
9776,2248,125,100.0,2025-12-28
9777,2248,85,50.0,2026-01-03
9778,2248,86,100.0,2026-01-10
9779,2248,87,50.0,2026-01-05
9780,2249,94,100.0,2025-04-28
9781,2249,95,100.0,2025-04-23
9782,2249,96,100.0,2025-05-04
9783,2249,97,100.0,2025-04-24
9784,2249,98,100.0,2025-04-28
9785,2249,99,50.0,2025-04-22
9786,2249,100,100.0,2025-04-21
9787,2249,101,100.0,2025-05-04
9788,2251,111,100.0,2026-03-05
9789,2251,112,50.0,2026-03-01
9790,2251,113,50.0,2026-03-01
9791,2252,66,100.0,2026-06-13
9792,2256,85,100.0,2024-03-21
9793,2258,111,100.0,2026-05-01
9794,2258,112,50.0,2026-05-15
9795,2258,113,100.0,2026-05-02
9796,2258,114,100.0,2026-04-30
9797,2258,115,50.0,2026-05-15
9798,2258,116,50.0,2026-04-30
9799,2259,94,50.0,2026-05-08
9800,2259,95,50.0,2026-05-16
9801,2259,96,100.0,2026-05-11
9802,2259,97,50.0,2026-05-22
9803,2259,98,50.0,2026-05-10
9804,2259,99,100.0,2026-05-12
9805,2259,100,100.0,2026-05-21
9806,2260,94,100.0,2026-03-04
9807,2260,95,100.0,2026-03-06
9808,2260,96,50.0,2026-02-23
9809,2260,97,100.0,2026-03-01
9810,2261,53,50.0,2025-01-18
9811,2261,54,100.0,2025-01-25
9812,2261,55,100.0,2025-02-01
9813,2261,56,50.0,2025-01-22
9814,2261,57,50.0,2025-02-01
9815,2261,58,50.0,2025-01-19
9816,2261,59,100.0,2025-02-02
9817,2261,60,50.0,2025-01-25
9818,2263,42,100.0,2025-07-05
9819,2265,31,100.0,2024-07-06
9820,2265,32,100.0,2024-07-06
9821,2265,33,100.0,2024-06-28
9822,2265,34,100.0,2024-07-04
9823,2265,35,100.0,2024-07-01
9824,2265,36,50.0,2024-07-06
9825,2265,37,100.0,2024-06-27
9826,2266,85,100.0,2025-01-07
9827,2268,31,100.0,2024-07-20
9828,2268,32,100.0,2024-08-06
9829,2268,33,100.0,2024-07-01
9830,2268,34,100.0,2024-07-26
9831,2268,35,100.0,2024-08-03
9832,2268,36,100.0,2024-07-30
9833,2268,37,100.0,2024-07-12
9834,2268,38,100.0,2024-06-26
9835,2268,39,100.0,2024-07-06
9836,2268,40,100.0,2024-07-17
9837,2268,41,100.0,2024-06-29
9838,2271,31,50.0,2024-05-27
9839,2271,32,50.0,2024-06-02
9840,2271,33,50.0,2024-06-03
9841,2272,85,100.0,2026-04-10
9842,2272,86,100.0,2026-05-11
9843,2272,87,100.0,2026-04-20
9844,2272,88,100.0,2026-04-04
9845,2272,89,100.0,2026-04-14
9846,2272,90,100.0,2026-05-13
9847,2272,91,100.0,2026-04-08
9848,2272,92,100.0,2026-05-10
9849,2272,93,100.0,2026-03-22
9850,2273,11,100.0,2025-05-17
9851,2273,12,100.0,2025-05-18
9852,2273,31,100.0,2025-05-07
9853,2273,32,50.0,2025-05-15
9854,2273,33,100.0,2025-05-14
9855,2273,1,100.0,2025-06-06
9856,2273,2,50.0,2025-06-03
9857,2273,3,100.0,2025-06-05
9858,2273,4,50.0,2025-06-05
9859,2273,5,100.0,2025-05-25
9860,2273,6,100.0,2025-05-29
9861,2273,7,100.0,2025-06-06
9862,2274,94,100.0,2025-12-06
9863,2274,95,100.0,2025-12-07
9864,2274,96,100.0,2025-12-31
9865,2274,97,100.0,2025-12-29
9866,2274,98,100.0,2025-12-22
9867,2274,99,100.0,2025-12-01
9868,2274,100,100.0,2026-01-01
9869,2274,101,100.0,2025-12-04
9870,2274,102,100.0,2025-12-13
9871,2276,111,100.0,2024-08-10
9872,2277,1,100.0,2024-03-26
9873,2277,23,100.0,2024-04-05
9874,2277,24,100.0,2024-04-20
9875,2277,25,100.0,2024-04-03
9876,2277,26,100.0,2024-05-10
9877,2277,27,100.0,2024-04-22
9878,2277,28,100.0,2024-04-26
9879,2277,29,100.0,2024-05-05
9880,2277,30,100.0,2024-04-20
9881,2278,53,50.0,2026-02-04
9882,2278,54,100.0,2026-02-06
9883,2278,55,100.0,2026-02-03
9884,2278,56,50.0,2026-01-25
9885,2278,57,50.0,2026-01-29
9886,2278,58,50.0,2026-01-29
9887,2278,59,50.0,2026-02-05
9888,2279,31,100.0,2024-07-27
9889,2280,53,100.0,2024-04-15
9890,2280,54,100.0,2024-04-14
9891,2280,42,100.0,2024-04-22
9892,2280,43,100.0,2024-04-26
9893,2280,44,50.0,2024-04-24
9894,2280,45,50.0,2024-04-19
9895,2280,46,50.0,2024-04-24
9896,2280,47,100.0,2024-04-21
9897,2280,48,100.0,2024-04-25
9898,2281,111,100.0,2024-07-13
9899,2281,112,100.0,2024-06-25
9900,2281,113,100.0,2024-06-27
9901,2281,114,100.0,2024-07-22
9902,2281,115,100.0,2024-07-06
9903,2281,116,100.0,2024-08-06
9904,2281,117,100.0,2024-06-27
9905,2281,118,100.0,2024-07-25
9906,2281,119,100.0,2024-07-23
9907,2281,120,100.0,2024-07-09
9908,2281,121,100.0,2024-07-06
9909,2281,122,100.0,2024-07-23
9910,2281,123,100.0,2024-08-10
9911,2281,124,100.0,2024-08-11
9912,2281,125,100.0,2024-07-06
9913,2282,85,100.0,2025-03-06
9914,2282,86,100.0,2025-03-05
9915,2284,111,100.0,2024-04-16
9916,2284,112,100.0,2024-04-16
9917,2284,31,50.0,2024-04-27
9918,2284,32,100.0,2024-04-27
9919,2284,33,100.0,2024-04-20
9920,2284,34,100.0,2024-04-18
9921,2284,35,100.0,2024-04-13
9922,2284,36,100.0,2024-04-19
9923,2284,37,100.0,2024-04-16
9924,2284,38,100.0,2024-04-15
9925,2284,39,50.0,2024-04-26
9926,2284,40,50.0,2024-04-25
9927,2284,53,100.0,2024-03-21
9928,2284,54,100.0,2024-03-22
9929,2284,55,100.0,2024-03-20
9930,2284,56,100.0,2024-03-22
9931,2284,57,100.0,2024-03-22
9932,2284,58,100.0,2024-03-24
9933,2284,59,100.0,2024-04-15
9934,2284,60,100.0,2024-04-13
9935,2284,61,100.0,2024-04-11
9936,2284,62,100.0,2024-04-06
9937,2284,63,100.0,2024-03-26
9938,2284,64,100.0,2024-04-08
9939,2284,65,100.0,2024-03-25
9940,2287,85,100.0,2025-03-28
9941,2287,31,100.0,2025-04-29
9942,2287,32,100.0,2025-04-27
9943,2287,33,100.0,2025-04-26
9944,2287,34,100.0,2025-04-30
9945,2287,35,100.0,2025-05-07
9946,2287,36,100.0,2025-05-10
9947,2287,37,100.0,2025-04-29
9948,2287,38,100.0,2025-04-27
9949,2287,39,100.0,2025-05-04
9950,2287,40,100.0,2025-04-27
9951,2287,41,100.0,2025-04-25
9952,2289,94,100.0,2025-10-17
9953,2289,95,100.0,2025-10-17
9954,2290,42,100.0,2025-07-01
9955,2290,43,50.0,2025-06-21
9956,2290,44,100.0,2025-06-17
9957,2290,45,50.0,2025-06-28
9958,2290,46,100.0,2025-06-26
9959,2290,47,100.0,2025-06-26
9960,2290,48,50.0,2025-06-27
9961,2290,49,100.0,2025-06-27
9962,2291,111,50.0,2026-04-18
9963,2291,112,100.0,2026-04-11
9964,2291,113,100.0,2026-04-14
9965,2291,114,100.0,2026-04-13
9966,2291,115,100.0,2026-04-15
9967,2291,116,100.0,2026-04-09
9968,2291,117,50.0,2026-04-13
9969,2291,118,100.0,2026-04-08
9970,2291,119,50.0,2026-04-13
9971,2291,85,100.0,2026-03-23
9972,2291,103,50.0,2026-05-10
9973,2291,104,100.0,2026-05-05
9974,2291,105,100.0,2026-04-26
9975,2291,106,100.0,2026-04-30
9976,2292,111,50.0,2024-03-07
9977,2292,112,100.0,2024-03-13
9978,2292,113,50.0,2024-03-05
9979,2292,114,100.0,2024-03-13
9980,2292,115,100.0,2024-03-08
9981,2292,116,50.0,2024-03-09
9982,2292,117,50.0,2024-03-11
9983,2292,118,50.0,2024-03-01
9984,2292,119,100.0,2024-03-12
9985,2292,94,100.0,2024-01-21
9986,2292,95,100.0,2024-01-22
9987,2293,53,100.0,2025-10-06
9988,2293,54,50.0,2025-10-04
9989,2293,55,100.0,2025-09-23
9990,2293,56,50.0,2025-10-03
9991,2293,57,50.0,2025-10-04
9992,2294,94,100.0,2024-12-12
9993,2294,95,100.0,2024-12-12
9994,2294,96,100.0,2024-12-08
9995,2295,42,100.0,2026-03-23
9996,2295,43,100.0,2026-03-11
9997,2295,44,100.0,2026-03-14
9998,2295,45,50.0,2026-03-11
9999,2296,94,50.0,2024-07-10
10000,2296,95,50.0,2024-07-13
10001,2296,96,50.0,2024-07-08
10002,2297,111,100.0,2024-09-13
10003,2297,112,100.0,2024-09-13
10004,2299,85,100.0,2025-07-17
10005,2299,86,100.0,2025-07-16
10006,2299,103,100.0,2025-06-11
10007,2299,104,100.0,2025-06-11
10008,2299,31,100.0,2025-07-19
10009,2299,32,100.0,2025-07-17
10010,2299,33,100.0,2025-08-03
10011,2299,34,100.0,2025-07-21
10012,2299,35,100.0,2025-07-30
10013,2299,36,100.0,2025-07-26
10014,2299,37,100.0,2025-07-31
10015,2299,38,100.0,2025-08-07
10016,2299,39,100.0,2025-08-01
10017,2299,40,100.0,2025-08-06
10018,2299,41,100.0,2025-08-05
10019,2300,1,100.0,2025-11-06
10020,2300,11,100.0,2025-10-23
10021,2301,103,50.0,2025-06-06
10022,2301,104,100.0,2025-06-08
10023,2301,105,100.0,2025-06-03
10024,2301,106,50.0,2025-06-01
10025,2301,107,100.0,2025-06-01
10026,2301,108,50.0,2025-06-10
10027,2301,109,100.0,2025-06-04
10028,2301,85,100.0,2025-06-12
10029,2301,86,100.0,2025-05-28
10030,2301,87,100.0,2025-05-28
10031,2301,88,100.0,2025-06-12
10032,2301,89,100.0,2025-06-08
10033,2301,90,100.0,2025-05-23
10034,2301,91,100.0,2025-06-07
10035,2301,92,100.0,2025-06-24
10036,2301,93,100.0,2025-06-12
10037,2302,111,100.0,2024-08-16
10038,2302,112,100.0,2024-07-12
10039,2302,113,100.0,2024-08-19
10040,2302,114,100.0,2024-07-26
10041,2302,115,100.0,2024-07-19
10042,2302,116,100.0,2024-08-11
10043,2302,117,100.0,2024-08-20
10044,2302,118,100.0,2024-07-30
10045,2302,119,100.0,2024-08-14
10046,2302,120,100.0,2024-08-02
10047,2302,121,100.0,2024-08-22
10048,2302,122,100.0,2024-08-03
10049,2302,123,100.0,2024-08-02
10050,2302,124,100.0,2024-08-12
10051,2302,125,100.0,2024-08-14
10052,2303,111,100.0,2024-08-05
10053,2303,112,100.0,2024-08-02
10054,2303,113,100.0,2024-08-12
10055,2303,114,100.0,2024-08-05
10056,2303,115,100.0,2024-07-31
10057,2303,116,50.0,2024-08-11
10058,2303,117,100.0,2024-08-03
10059,2304,74,100.0,2026-05-07
10060,2304,75,100.0,2026-05-07
10061,2306,1,100.0,2024-10-12
10062,2306,2,100.0,2024-10-24
10063,2306,3,50.0,2024-10-24
10064,2306,23,100.0,2024-10-08
10065,2306,24,100.0,2024-10-10
10066,2306,103,50.0,2024-09-24
10067,2306,104,50.0,2024-09-23
10068,2306,105,100.0,2024-09-23
10069,2306,106,100.0,2024-09-25
10070,2307,1,100.0,2025-09-10
10071,2307,2,100.0,2025-09-12
10072,2308,111,50.0,2024-03-11
10073,2308,112,50.0,2024-03-02
10074,2308,113,100.0,2024-03-08
10075,2308,114,100.0,2024-02-29
10076,2308,115,100.0,2024-03-09
10077,2308,116,50.0,2024-03-08
10078,2309,66,100.0,2025-12-21
10079,2311,111,50.0,2024-06-30
10080,2311,112,50.0,2024-07-10
10081,2311,113,100.0,2024-07-11
10082,2311,114,100.0,2024-07-14
10083,2311,115,50.0,2024-07-02
10084,2311,116,50.0,2024-07-15
10085,2311,117,50.0,2024-07-01
10086,2311,118,50.0,2024-07-14
10087,2311,119,100.0,2024-07-06
10088,2311,120,50.0,2024-07-14
10089,2311,121,100.0,2024-07-13
10090,2311,122,50.0,2024-07-15
10091,2311,123,50.0,2024-06-30
10092,2311,31,50.0,2024-07-12
10093,2311,32,50.0,2024-07-05
10094,2311,33,100.0,2024-06-29
10095,2311,34,50.0,2024-06-28
10096,2311,35,50.0,2024-07-07
10097,2311,36,50.0,2024-07-11
10098,2311,37,50.0,2024-06-30
10099,2311,38,50.0,2024-07-03
10100,2311,39,100.0,2024-06-28
10101,2311,40,50.0,2024-07-11
10102,2312,31,100.0,2024-05-06
10103,2312,32,100.0,2024-05-10
10104,2312,33,50.0,2024-05-03
10105,2312,34,100.0,2024-04-30
10106,2312,35,100.0,2024-05-05
10107,2312,36,100.0,2024-04-29
10108,2312,37,100.0,2024-05-13
10109,2312,38,50.0,2024-04-30
10110,2312,39,50.0,2024-04-29
10111,2314,94,50.0,2024-04-28
10112,2314,95,50.0,2024-04-20
10113,2314,96,50.0,2024-04-28
10114,2314,85,100.0,2024-05-04
10115,2317,111,100.0,2024-03-02
10116,2317,112,100.0,2024-03-02
10117,2318,66,100.0,2025-06-30
10118,2318,67,50.0,2025-06-28
10119,2318,68,100.0,2025-06-29
10120,2318,69,50.0,2025-06-26
10121,2318,70,50.0,2025-06-23
10122,2319,53,50.0,2025-10-29
10123,2319,54,100.0,2025-10-30
10124,2319,55,50.0,2025-11-01
10125,2319,56,100.0,2025-10-25
10126,2319,57,50.0,2025-10-22
10127,2319,58,100.0,2025-11-01
10128,2319,59,50.0,2025-10-20
10129,2321,103,100.0,2025-04-20
10130,2321,104,100.0,2025-04-21
10131,2321,23,100.0,2025-04-06
10132,2321,24,100.0,2025-04-06
10133,2321,42,100.0,2025-04-25
10134,2321,43,50.0,2025-04-23
10135,2321,44,100.0,2025-04-24
10136,2321,45,50.0,2025-04-24
10137,2321,46,100.0,2025-04-19
10138,2321,47,100.0,2025-04-19
10139,2321,48,100.0,2025-04-30
10140,2321,49,50.0,2025-04-16
10141,2321,50,100.0,2025-04-16
10142,2321,51,50.0,2025-04-25
10143,2322,11,100.0,2025-07-25
10144,2322,12,100.0,2025-07-25
10145,2323,94,100.0,2025-07-01
10146,2323,95,100.0,2025-06-30
10147,2324,1,100.0,2026-03-11
10148,2325,103,50.0,2024-10-04
10149,2325,104,100.0,2024-10-16
10150,2325,105,50.0,2024-10-18
10151,2325,106,50.0,2024-10-05
10152,2325,107,100.0,2024-10-06
10153,2326,94,100.0,2025-04-01
10154,2326,95,50.0,2025-03-24
10155,2326,96,100.0,2025-03-29
10156,2326,97,100.0,2025-03-20
10157,2326,98,50.0,2025-03-27
10158,2326,99,100.0,2025-03-20
10159,2327,31,100.0,2024-04-25
10160,2327,32,100.0,2024-04-25
10161,2328,23,100.0,2025-02-20
10162,2328,24,100.0,2025-02-19
10163,2328,11,100.0,2025-02-20
10164,2328,12,100.0,2025-02-21
10165,2328,111,100.0,2025-03-24
10166,2328,112,100.0,2025-03-24
10167,2335,31,100.0,2024-05-16
10168,2335,32,100.0,2024-05-28
10169,2335,33,100.0,2024-05-19
10170,2335,34,50.0,2024-05-20
10171,2335,35,50.0,2024-05-22
10172,2335,36,100.0,2024-05-18
10173,2335,37,100.0,2024-05-21
10174,2335,38,50.0,2024-05-19
10175,2335,39,50.0,2024-05-26
10176,2335,40,50.0,2024-05-29
10177,2336,31,100.0,2024-05-31
10178,2336,32,100.0,2024-05-28
10179,2336,33,100.0,2024-06-17
10180,2336,34,100.0,2024-06-19
10181,2336,35,100.0,2024-06-04
10182,2336,36,100.0,2024-05-09
10183,2336,37,100.0,2024-06-02
10184,2336,38,100.0,2024-06-14
10185,2336,39,100.0,2024-05-12
10186,2336,40,100.0,2024-05-18
10187,2336,41,100.0,2024-06-28
10188,2337,103,50.0,2024-10-18
10189,2337,104,100.0,2024-10-16
10190,2337,105,100.0,2024-10-19
10191,2337,106,50.0,2024-10-09
10192,2338,53,100.0,2025-09-07
10193,2338,54,100.0,2025-09-06
10194,2340,111,100.0,2024-06-30
10195,2340,112,100.0,2024-06-13
10196,2340,113,100.0,2024-06-13
10197,2340,114,100.0,2024-06-29
10198,2340,115,100.0,2024-06-26
10199,2340,116,100.0,2024-06-19
10200,2340,117,100.0,2024-06-15
10201,2340,118,100.0,2024-06-09
10202,2340,119,100.0,2024-06-29
10203,2340,120,100.0,2024-06-28
10204,2340,121,100.0,2024-06-18
10205,2340,122,100.0,2024-06-10
10206,2340,123,100.0,2024-06-25
10207,2340,124,100.0,2024-06-29
10208,2340,125,100.0,2024-06-10
10209,2341,31,100.0,2025-05-27
10210,2342,85,100.0,2026-04-14
10211,2344,103,100.0,2025-06-30
10212,2345,1,100.0,2025-01-06
10213,2345,2,50.0,2025-01-06
10214,2345,3,50.0,2024-12-29
10215,2345,4,100.0,2025-01-01
10216,2345,5,100.0,2025-01-09
10217,2345,6,50.0,2024-12-29
10218,2345,7,50.0,2024-12-29
10219,2345,8,50.0,2025-01-04
10220,2345,9,100.0,2025-01-05
10221,2345,103,100.0,2024-11-21
10222,2345,104,100.0,2024-12-05
10223,2345,105,50.0,2024-12-06
10224,2345,106,50.0,2024-11-27
10225,2345,107,100.0,2024-11-24
10226,2345,108,50.0,2024-11-22
10227,2346,1,100.0,2026-03-09
10228,2346,2,100.0,2026-03-09
10229,2347,111,100.0,2025-06-16
10230,2348,31,100.0,2024-05-07
10231,2349,23,100.0,2024-12-11
10232,2349,24,100.0,2024-12-25
10233,2349,25,100.0,2024-12-14
10234,2349,26,100.0,2024-12-18
10235,2349,27,100.0,2024-12-19
10236,2349,28,100.0,2024-12-11
10237,2349,29,100.0,2024-12-15
10238,2349,30,100.0,2024-12-26
10239,2350,1,100.0,2024-12-14
10240,2350,2,100.0,2024-12-14
10241,2350,94,50.0,2024-12-18
10242,2350,95,50.0,2024-12-08
10243,2350,96,100.0,2024-12-16
10244,2351,94,100.0,2024-10-15
10245,2352,1,100.0,2025-02-04
10246,2352,85,100.0,2025-02-22
10247,2352,86,100.0,2025-02-22
10248,2352,42,100.0,2025-03-07
10249,2352,43,100.0,2025-03-08
10250,2354,23,100.0,2025-05-19
